# zCosmos template for highz blue galaxies
# with stron EL
# created by OlF in august 2005
#               lambda1            flux    
      1374.208152532576    3.017263E-19    
      1375.565618634222    3.137764E-19    
      1376.923084735868    3.338584E-19    
      1378.280550837515    3.476682E-19    
      1379.638016939161    3.382426E-19    
      1380.995483040808    3.012811E-19    
      1382.352949142454    2.776694E-19    
      1383.710415244101    2.812597E-19    
      1385.067881345747    3.017558E-19    
      1386.425347447393    2.821193E-19    
       1387.78281354904    2.652572E-19    
      1389.140279650686    2.818192E-19    
      1390.497745752332    2.911776E-19    
      1391.855211853979    3.120952E-19    
      1393.212677955625    3.387208E-19    
      1394.570144057272    3.162126E-19    
      1395.927610158918    2.884691E-19    
      1397.285076260565    2.899003E-19    
      1398.642542362211    2.901049E-19    
      1400.000008463857    2.962674E-19    
      1401.357474565504    3.135384E-19    
      1402.714940667151    3.386736E-19    
      1404.072406768797    3.597481E-19    
      1405.429872870444    3.517967E-19    
      1406.787338972089    3.249091E-19    
      1408.144805073736    2.896095E-19    
      1409.502271175382    2.846445E-19    
      1410.859737277029    3.023383E-19    
      1412.217203378675    2.980996E-19    
      1413.574669480322    2.851525E-19    
      1414.932135581968    2.945692E-19    
      1416.289601683615    3.181554E-19    
      1417.647067785261    3.220115E-19    
      1419.004533886908    3.045403E-19    
      1420.361999988554    3.023672E-19    
      1421.719466090201    3.150425E-19    
      1423.076932191846    3.215866E-19    
      1424.434398293493    2.985412E-19    
      1425.791864395139    2.694323E-19    
      1427.149330496786    2.674276E-19    
      1428.506796598432    2.781005E-19    
      1429.864262700079    3.011142E-19    
      1431.221728801725    3.260505E-19    
      1432.579194903371    3.432790E-19    
      1433.936661005018    3.346335E-19    
      1435.294127106665    3.084042E-19    
      1436.651593208311    3.212556E-19    
      1438.009059309957    3.619344E-19    
      1439.366525411603    3.673013E-19    
       1440.72399151325    3.447031E-19    
      1442.081457614897    3.362711E-19    
      1443.438923716543    3.239979E-19    
      1444.796389818189    2.984246E-19    
      1446.153855919836    2.945247E-19    
      1447.511322021482    2.977632E-19    
      1448.868788123129    2.824404E-19    
      1450.226254224775    2.882438E-19    
      1451.583720326421    3.085998E-19    
      1452.941186428068    3.265029E-19    
      1454.298652529714    3.307310E-19    
      1455.656118631361    3.193855E-19    
      1457.013584733007    3.109161E-19    
      1458.371050834654    3.151701E-19    
        1459.7285169363    3.229888E-19    
      1461.085983037946    3.146663E-19    
      1462.443449139593    2.992430E-19    
      1463.800915241239    2.883191E-19    
      1465.158381342886    2.965150E-19    
      1466.515847444532    3.128542E-19    
      1467.873313546178    3.323432E-19    
      1469.230779647825    3.417095E-19    
      1470.588245749471    3.269127E-19    
      1471.945711851118    3.041043E-19    
      1473.303177952764    3.079535E-19    
       1474.66064405441    3.212064E-19    
      1476.018110156057    3.073976E-19    
      1477.375576257704    2.926254E-19    
       1478.73304235935    3.014226E-19    
      1480.090508460996    2.986706E-19    
      1481.447974562643    2.878585E-19    
      1482.805440664289    2.953150E-19    
      1484.162906765935    3.241485E-19    
      1485.520372867582    3.675737E-19    
      1486.877838969229    3.907422E-19    
      1488.235305070875    3.886322E-19    
      1489.592771172521    3.548071E-19    
      1490.950237274168    3.283558E-19    
      1492.307703375814    3.341684E-19    
       1493.66516947746    3.453142E-19    
      1495.022635579107    3.514448E-19    
      1496.380101680754    3.638735E-19    
        1497.7375677824    3.882590E-19    
      1499.095033884047    3.866931E-19    
      1500.452499985692    3.479047E-19    
      1501.809966087339    3.125046E-19    
      1503.167432188986    3.299129E-19    
      1504.524898290632    3.697232E-19    
      1505.882364392278    3.879133E-19    
      1507.239830493925    4.074478E-19    
      1508.597296595571    4.256035E-19    
      1509.954762697218    4.112476E-19    
      1511.312228798864    4.055210E-19    
      1512.669694900511    4.150563E-19    
      1514.027161002157    3.974647E-19    
      1515.384627103803    3.855749E-19    
      1516.742093205449    3.790109E-19    
      1518.099559307096    3.721752E-19    
      1519.457025408742    3.880930E-19    
      1520.814491510389    4.013789E-19    
      1522.171957612036    3.966934E-19    
      1523.529423713682    3.801831E-19    
      1524.886889815328    3.679672E-19    
      1526.244355916974    3.607797E-19    
      1527.601822018621    3.491097E-19    
      1528.959288120268    3.589808E-19    
      1530.316754221914    4.101817E-19    
       1531.67422032356    4.682401E-19    
      1533.031686425206    4.997865E-19    
      1534.389152526853    5.104083E-19    
        1535.7466186285    5.048369E-19    
      1537.104084730146    4.878974E-19    
      1538.461550831792    4.632730E-19    
      1539.819016933439    4.718094E-19    
      1541.176483035085    5.276474E-19    
      1542.533949136732    5.720808E-19    
      1543.891415238378    5.813886E-19    
      1545.248881340024    6.182444E-19    
      1546.606347441671    7.522218E-19    
      1547.963813543317    9.232469E-19    
      1549.321279644964    9.760456E-19    
       1550.67874574661    9.077591E-19    
      1552.036211848256    8.226385E-19    
      1553.393677949903    7.664613E-19    
      1554.751144051549    7.186196E-19    
      1556.108610153196    6.629655E-19    
      1557.466076254842    6.136984E-19    
      1558.823542356488    5.934179E-19    
      1560.181008458135    5.891015E-19    
      1561.538474559781    5.503352E-19    
      1562.895940661428    5.199669E-19    
      1564.253406763074    5.277786E-19    
      1565.610872864721    5.308421E-19    
      1566.968338966367    5.046005E-19    
      1568.325805068013    4.783953E-19    
       1569.68327116966    4.662668E-19    
      1571.040737271307    4.677884E-19    
      1572.398203372953    4.454864E-19    
      1573.755669474599    4.176988E-19    
      1575.113135576246    4.492042E-19    
      1576.470601677892    4.795864E-19    
      1577.828067779538    4.809763E-19    
      1579.185533881185    4.665133E-19    
      1580.542999982832    4.516605E-19    
      1581.900466084478    4.549242E-19    
      1583.257932186124    4.392761E-19    
      1584.615398287771    4.229538E-19    
      1585.972864389417    4.245196E-19    
      1587.330330491063    4.327978E-19    
       1588.68779659271    4.318869E-19    
      1590.045262694357    4.196150E-19    
      1591.402728796003    4.255529E-19    
      1592.760194897649    4.336664E-19    
      1594.117660999295    4.345754E-19    
      1595.475127100942    4.317423E-19    
      1596.832593202589    4.172666E-19    
      1598.190059304235    4.112942E-19    
      1599.547525405881    4.144173E-19    
      1600.904991507528    4.049905E-19    
      1602.262457609174    4.012164E-19    
      1603.619923710821    3.921359E-19    
      1604.977389812467    3.968548E-19    
      1606.334855914113    3.806668E-19    
       1607.69232201576    3.638372E-19    
      1609.049788117406    3.934476E-19    
      1610.407254219053    4.262398E-19    
      1611.764720320699    4.342991E-19    
      1613.122186422346    4.068590E-19    
      1614.479652523992    3.802433E-19    
      1615.837118625638    4.043229E-19    
      1617.194584727285    4.278107E-19    
      1618.552050828931    4.168506E-19    
      1619.909516930577    4.057715E-19    
      1621.266983032224    4.049067E-19    
       1622.62444913387    4.168227E-19    
      1623.981915235517    4.293230E-19    
      1625.339381337163    4.040725E-19    
       1626.69684743881    3.817561E-19    
      1628.054313540456    3.842516E-19    
      1629.411779642102    3.881782E-19    
      1630.769245743749    4.017763E-19    
      1632.126711845395    4.126358E-19    
      1633.484177947042    4.021735E-19    
      1634.841644048688    4.407232E-19    
      1636.199110150334    5.135257E-19    
      1637.556576251981    5.698879E-19    
      1638.914042353627    6.097684E-19    
      1640.271508455274    6.463911E-19    
       1641.62897455692    6.586805E-19    
      1642.986440658567    6.049066E-19    
      1644.343906760213    5.261397E-19    
      1645.701372861859    4.817326E-19    
      1647.058838963506    4.556472E-19    
      1648.416305065152    4.355828E-19    
      1649.773771166799    4.191641E-19    
      1651.131237268445    4.014911E-19    
      1652.488703370091    3.903092E-19    
      1653.846169471738    3.811779E-19    
      1655.203635573384    3.810693E-19    
      1656.561101675031    3.809629E-19    
      1657.918567776677    3.853805E-19    
      1659.276033878324    4.235200E-19    
      1660.633499979971    4.410792E-19    
      1661.990966081616    4.306464E-19    
      1663.348432183263    4.295020E-19    
       1664.70589828491    4.353316E-19    
      1666.063364386556    4.237282E-19    
      1667.420830488202    4.202908E-19    
      1668.778296589849    4.099679E-19    
      1670.135762691495    3.756980E-19    
      1671.493228793141    3.530986E-19    
      1672.850694894788    3.462719E-19    
      1674.208160996435    3.434348E-19    
      1675.565627098081    3.419183E-19    
      1676.923093199727    3.602720E-19    
      1678.280559301374    3.888366E-19    
       1679.63802540302    3.924812E-19    
      1680.995491504667    4.007780E-19    
      1682.352957606313    3.937072E-19    
       1683.71042370796    3.689869E-19    
      1685.067889809606    3.808830E-19    
      1686.425355911252    4.178144E-19    
      1687.782822012898    4.311206E-19    
      1689.140288114545    4.211733E-19    
      1690.497754216191    3.875474E-19    
      1691.855220317838    3.745456E-19    
      1693.212686419484    4.002180E-19    
      1694.570152521131    4.182229E-19    
      1695.927618622777    3.891006E-19    
      1697.285084724423    3.736132E-19    
       1698.64255082607    3.752027E-19    
      1700.000016927717    3.675814E-19    
      1701.357483029363    3.776922E-19    
      1702.714949131009    3.720178E-19    
      1704.072415232655    3.353372E-19    
      1705.429881334302    3.311663E-19    
      1706.787347435948    3.635441E-19    
      1708.144813537595    3.761771E-19    
      1709.502279639241    3.584536E-19    
      1710.859745740888    3.469235E-19    
      1712.217211842534    3.366856E-19    
       1713.57467794418    3.130407E-19    
      1714.932144045827    3.175773E-19    
      1716.289610147473    3.268527E-19    
       1717.64707624912    3.328187E-19    
      1719.004542350766    3.511825E-19    
      1720.362008452412    3.764026E-19    
      1721.719474554059    4.003614E-19    
      1723.076940655705    4.182089E-19    
      1724.434406757352    4.307999E-19    
      1725.791872858998    4.013182E-19    
      1727.149338960645    3.523356E-19    
      1728.506805062291    3.323901E-19    
      1729.864271163937    3.463321E-19    
      1731.221737265584    3.672214E-19    
       1732.57920336723    3.769499E-19    
      1733.936669468877    3.711469E-19    
      1735.294135570524    3.644851E-19    
       1736.65160167217    3.727731E-19    
      1738.009067773816    3.952272E-19    
      1739.366533875462    4.124459E-19    
      1740.723999977109    4.080521E-19    
      1742.081466078755    3.756478E-19    
      1743.438932180402    3.551341E-19    
      1744.796398282048    3.527559E-19    
      1746.153864383694    3.654626E-19    
      1747.511330485341    3.925857E-19    
      1748.868796586988    3.733418E-19    
      1750.226262688634    3.525283E-19    
      1751.583728790281    3.767899E-19    
      1752.941194891927    3.714842E-19    
      1754.298660993573    3.428635E-19    
      1755.656127095219    3.336986E-19    
      1757.013593196866    3.292536E-19    
      1758.371059298513    3.374972E-19    
      1759.728525400159    3.551203E-19    
      1761.085991501805    3.788639E-19    
      1762.443457603452    3.824876E-19    
      1763.800923705098    3.588680E-19    
      1765.158389806745    3.638231E-19    
      1766.515855908391    3.838021E-19    
      1767.873322010037    3.742360E-19    
      1769.230788111684    3.602663E-19    
       1770.58825421333    3.691689E-19    
      1771.945720314977    3.761401E-19    
      1773.303186416623    3.638057E-19    
      1774.660652518269    3.698642E-19    
      1776.018118619916    3.777446E-19    
      1777.375584721562    3.645607E-19    
      1778.733050823209    3.446265E-19    
      1780.090516924855    3.514120E-19    
      1781.447983026501    3.748181E-19    
      1782.805449128148    3.907513E-19    
      1784.162915229794    3.682924E-19    
      1785.520381331441    3.288299E-19    
      1786.877847433087    3.268162E-19    
      1788.235313534734    3.325580E-19    
       1789.59277963638    3.314439E-19    
      1790.950245738026    3.320282E-19    
      1792.307711839673    3.373913E-19    
      1793.665177941319    3.412018E-19    
      1795.022644042966    3.400891E-19    
      1796.380110144612    3.430894E-19    
      1797.737576246258    3.627397E-19    
      1799.095042347905    3.760658E-19    
      1800.452508449551    3.602693E-19    
      1801.809974551198    3.458369E-19    
      1803.167440652844    3.469430E-19    
      1804.524906754491    3.584711E-19    
      1805.882372856137    3.822440E-19    
      1807.239838957783    3.784112E-19    
       1808.59730505943    3.451945E-19    
      1809.954771161076    3.319771E-19    
      1811.312237262723    3.470631E-19    
      1812.669703364369    3.558964E-19    
      1814.027169466015    3.537635E-19    
      1815.384635567662    3.560614E-19    
      1816.742101669308    3.516165E-19    
      1818.099567770955    3.484850E-19    
      1819.457033872602    3.720876E-19    
      1820.814499974248    3.980108E-19    
      1822.171966075894    3.904087E-19    
       1823.52943217754    3.599422E-19    
      1824.886898279187    3.248095E-19    
      1826.244364380833    3.104039E-19    
       1827.60183048248    3.465615E-19    
      1828.959296584126    3.787884E-19    
      1830.316762685773    3.467341E-19    
      1831.674228787419    3.185621E-19    
      1833.031694889065    3.018559E-19    
      1834.389160990712    2.935707E-19    
      1835.746627092358    3.102619E-19    
      1837.104093194005    3.197638E-19    
      1838.461559295651    3.259060E-19    
      1839.819025397298    3.390060E-19    
      1841.176491498944    3.226742E-19    
       1842.53395760059    2.849818E-19    
      1843.891423702237    2.887709E-19    
      1845.248889803883    3.245309E-19    
       1846.60635590553    3.229111E-19    
      1847.963822007176    3.011208E-19    
      1849.321288108822    3.126459E-19    
      1850.678754210469    3.437776E-19    
      1852.036220312115    3.464710E-19    
      1853.393686413762    3.198257E-19    
      1854.751152515408    3.051922E-19    
      1856.108618617055    3.148157E-19    
      1857.466084718701    3.217181E-19    
      1858.823550820347    3.126151E-19    
      1860.181016921994    3.114625E-19    
       1861.53848302364    3.257969E-19    
      1862.895949125287    3.304572E-19    
      1864.253415226933    3.143122E-19    
      1865.610881328579    3.117298E-19    
      1866.968347430226    3.401636E-19    
      1868.325813531872    3.455498E-19    
      1869.683279633519    3.209027E-19    
      1871.040745735166    3.227261E-19    
      1872.398211836812    3.381298E-19    
      1873.755677938459    3.594621E-19    
      1875.113144040104    3.725502E-19    
      1876.470610141751    3.720491E-19    
      1877.828076243397    3.631905E-19    
      1879.185542345044    3.542484E-19    
       1880.54300844669    3.707298E-19    
      1881.900474548336    4.022847E-19    
      1883.257940649983    4.089783E-19    
      1884.615406751629    3.898850E-19    
      1885.972872853276    3.598502E-19    
      1887.330338954922    3.574334E-19    
      1888.687805056569    3.827600E-19    
      1890.045271158215    4.059696E-19    
      1891.402737259861    4.104161E-19    
      1892.760203361508    4.048494E-19    
      1894.117669463154    4.162828E-19    
      1895.475135564801    4.182970E-19    
      1896.832601666447    4.057595E-19    
      1898.190067768094    4.306792E-19    
       1899.54753386974    4.765984E-19    
      1900.904999971386    4.889971E-19    
      1902.262466073032    5.085018E-19    
      1903.619932174679    6.135029E-19    
      1904.977398276326    7.257037E-19    
      1906.334864377972    7.598709E-19    
      1907.692330479618    7.406300E-19    
      1909.049796581265    6.986922E-19    
      1910.407262682912    6.518253E-19    
      1911.764728784558    5.957982E-19    
      1913.122194886204    5.332350E-19    
      1914.479660987851    4.686276E-19    
      1915.837127089497    4.282957E-19    
      1917.194593191143    4.230187E-19    
       1918.55205929279    4.276955E-19    
      1919.909525394436    4.195793E-19    
      1921.266991496083    4.036139E-19    
      1922.624457597729    3.857596E-19    
      1923.981923699376    3.778198E-19    
      1925.339389801022    3.827746E-19    
      1926.696855902669    3.648803E-19    
      1928.054322004315    3.493053E-19    
      1929.411788105961    3.612859E-19    
      1930.769254207608    3.670855E-19    
      1932.126720309254    3.625352E-19    
        1933.4841864109    3.709269E-19    
      1934.841652512547    3.663948E-19    
      1936.199118614193    3.473532E-19    
       1937.55658471584    3.504229E-19    
      1938.914050817486    3.732744E-19    
      1940.271516919133    3.689741E-19    
      1941.628983020779    3.464177E-19    
      1942.986449122425    3.376264E-19    
      1944.343915224072    3.370408E-19    
      1945.701381325719    3.500666E-19    
      1947.058847427365    3.659420E-19    
      1948.416313529011    3.694212E-19    
      1949.773779630658    3.433741E-19    
      1951.131245732304    3.261727E-19    
       1952.48871183395    3.363709E-19    
      1953.846177935597    3.298927E-19    
      1955.203644037244    3.068893E-19    
       1956.56111013889    3.058515E-19    
      1957.918576240536    3.330991E-19    
      1959.276042342183    3.534315E-19    
      1960.633508443829    3.228682E-19    
      1961.990974545475    2.757050E-19    
      1963.348440647122    2.703868E-19    
      1964.705906748768    2.868073E-19    
      1966.063372850415    2.883646E-19    
      1967.420838952061    2.909918E-19    
      1968.778305053707    3.148982E-19    
      1970.135771155354    3.420995E-19    
         1971.493237257    3.591620E-19    
      1972.850703358647    3.577768E-19    
      1974.208169460293    3.449824E-19    
       1975.56563556194    3.344396E-19    
      1976.923101663586    3.330594E-19    
      1978.280567765233    3.490303E-19    
      1979.638033866879    3.394830E-19    
      1980.995499968525    3.246605E-19    
      1982.352966070172    3.450981E-19    
      1983.710432171818    3.742454E-19    
      1985.067898273464    3.648592E-19    
      1986.425364375111    3.334790E-19    
      1987.782830476757    3.277977E-19    
      1989.140296578404    3.510291E-19    
       1990.49776268005    3.694825E-19    
      1991.855228781697    3.493208E-19    
      1993.212694883343    3.123227E-19    
       1994.57016098499    3.080501E-19    
      1995.927627086636    3.205029E-19    
      1997.285093188283    3.286818E-19    
      1998.642559289929    3.366533E-19    
      2000.000025391575    3.535535E-19    
      2001.357491493221    3.622487E-19    
      2002.714957594867    3.357567E-19    
      2004.072423696514    3.007924E-19    
      2005.429889798161    2.864293E-19    
      2006.787355899807    2.950303E-19    
      2008.144822001454    2.902170E-19    
        2009.5022881031    2.882882E-19    
      2010.859754204747    3.086214E-19    
      2012.217220306393    3.230645E-19    
      2013.574686408039    3.200305E-19    
      2014.932152509686    3.186196E-19    
      2016.289618611332    3.234596E-19    
      2017.647084712979    3.193220E-19    
      2019.004550814625    3.232833E-19    
      2020.362016916271    3.352219E-19    
      2021.719483017918    3.391476E-19    
      2023.076949119564    3.497965E-19    
      2024.434415221211    3.536925E-19    
      2025.791881322857    3.248260E-19    
      2027.149347424503    2.912274E-19    
       2028.50681352615    2.861277E-19    
      2029.864279627796    3.151046E-19    
      2031.221745729443    3.369152E-19    
      2032.579211831089    3.329895E-19    
      2033.936677932736    3.277157E-19    
      2035.294144034382    3.193813E-19    
      2036.651610136028    3.116934E-19    
      2038.009076237675    3.124247E-19    
      2039.366542339321    3.188422E-19    
      2040.724008440967    3.254919E-19    
      2042.081474542614    3.344147E-19    
      2043.438940644261    3.243439E-19    
      2044.796406745907    3.126666E-19    
      2046.153872847554    3.164364E-19    
        2047.5113389492    3.096840E-19    
      2048.868805050847    2.907390E-19    
      2050.226271152493    2.825382E-19    
      2051.583737254139    2.868189E-19    
      2052.941203355786    2.769279E-19    
      2054.298669457432    2.735058E-19    
      2055.656135559079    2.943426E-19    
      2057.013601660725    3.385125E-19    
      2058.371067762371    3.543614E-19    
      2059.728533864018    3.209158E-19    
      2061.085999965664    2.917439E-19    
       2062.44346606731    2.939587E-19    
      2063.800932168957    2.821990E-19    
      2065.158398270603    2.554468E-19    
       2066.51586437225    2.589573E-19    
      2067.873330473896    2.821128E-19    
      2069.230796575542    3.074205E-19    
      2070.588262677189    3.120347E-19    
      2071.945728778835    3.149951E-19    
      2073.303194880482    3.427388E-19    
      2074.660660982128    3.455247E-19    
      2076.018127083775    3.285479E-19    
      2077.375593185421    3.230676E-19    
      2078.733059287068    3.308523E-19    
      2080.090525388714    3.412267E-19    
       2081.44799149036    3.349413E-19    
      2082.805457592007    3.290646E-19    
      2084.162923693653    3.278205E-19    
        2085.5203897953    3.105730E-19    
      2086.877855896946    2.803559E-19    
      2088.235321998592    3.011174E-19    
      2089.592788100239    3.354313E-19    
      2090.950254201885    2.941806E-19    
      2092.307720303532    2.561143E-19    
      2093.665186405178    2.773723E-19    
      2095.022652506825    3.103559E-19    
      2096.380118608471    3.053449E-19    
      2097.737584710118    2.890782E-19    
      2099.095050811764    3.082694E-19    
       2100.45251691341    3.189968E-19    
      2101.809983015057    2.947068E-19    
      2103.167449116703    2.668504E-19    
       2104.52491521835    2.855869E-19    
      2105.882381319996    3.180046E-19    
      2107.239847421642    3.119827E-19    
      2108.597313523289    2.792623E-19    
      2109.954779624935    2.829440E-19    
      2111.312245726582    3.114567E-19    
      2112.669711828228    3.123242E-19    
      2114.027177929874    3.071543E-19    
      2115.384644031521    3.127398E-19    
      2116.742110133168    3.219385E-19    
      2118.099576234814    3.203461E-19    
       2119.45704233646    3.066640E-19    
      2120.814508438106    3.113165E-19    
      2122.171974539753    3.062529E-19    
      2123.529440641399    2.915943E-19    
      2124.886906743046    3.014700E-19    
      2126.244372844692    3.090553E-19    
      2127.601838946338    3.039314E-19    
      2128.959305047985    2.922814E-19    
      2130.316771149631    2.807325E-19    
      2131.674237251278    2.918527E-19    
      2133.031703352924    3.247879E-19    
       2134.38916945457    3.385250E-19    
      2135.746635556217    3.214681E-19    
      2137.104101657864    2.955540E-19    
       2138.46156775951    2.971233E-19    
      2139.819033861156    3.188742E-19    
      2141.176499962802    3.178045E-19    
      2142.533966064449    2.906209E-19    
