# zCosmos template for highz blue galaxies
# created by OlF in august 2005
#            lambda1            flux       
   1837.446690282268    3.608628E-19       
   1838.641309591796    3.584581E-19       
   1839.835928901323    3.476496E-19       
   1841.030548210851    3.425529E-19       
   1842.225167520378    3.474224E-19       
   1843.419786829905    3.537325E-19       
   1844.614406139433    3.437840E-19       
    1845.80902544896    3.324829E-19       
   1847.003644758487    3.353654E-19       
   1848.198264068014    3.454289E-19       
   1849.392883377541    3.542690E-19       
   1850.587502687069    3.474623E-19       
   1851.782121996596    3.284200E-19       
   1852.976741306123    3.260101E-19       
   1854.171360615651    3.295455E-19       
   1855.365979925178    3.276754E-19       
   1856.560599234705    3.334190E-19       
   1857.755218544232    3.386785E-19       
    1858.94983785376    3.368832E-19       
   1860.144457163287    3.426623E-19       
   1861.339076472814    3.404668E-19       
   1862.533695782342    3.298393E-19       
   1863.728315091869    3.290812E-19       
   1864.922934401397    3.450804E-19       
   1866.117553710924    3.631035E-19       
   1867.312173020451    3.509436E-19       
   1868.506792329979    3.389759E-19       
   1869.701411639506    3.464257E-19       
   1870.896030949033    3.583872E-19       
    1872.09065025856    3.474537E-19       
   1873.285269568087    3.231229E-19       
   1874.479888877615    3.316188E-19       
   1875.674508187142    3.493042E-19       
   1876.869127496669    3.544249E-19       
   1878.063746806196    3.663941E-19       
   1879.258366115724    3.835865E-19       
   1880.452985425251    3.874658E-19       
   1881.647604734778    3.771008E-19       
   1882.842224044306    3.563029E-19       
   1884.036843353833    3.409329E-19       
   1885.231462663361    3.380620E-19       
   1886.426081972888    3.460013E-19       
   1887.620701282415    3.615755E-19       
   1888.815320591942    3.694822E-19       
    1890.00993990147    3.588441E-19       
   1891.204559210997    3.507093E-19       
   1892.399178520524    3.429942E-19       
   1893.593797830052    3.376591E-19       
   1894.788417139579    3.333154E-19       
   1895.983036449106    3.295619E-19       
   1897.177655758633    3.274923E-19       
   1898.372275068161    3.290316E-19       
   1899.566894377688    3.377342E-19       
   1900.761513687215    3.410466E-19       
   1901.956132996742    3.503645E-19       
    1903.15075230627    3.514795E-19       
   1904.345371615797    3.467957E-19       
   1905.539990925325    3.546122E-19       
   1906.734610234852    3.684594E-19       
   1907.929229544379    3.832489E-19       
   1909.123848853906    4.036880E-19       
   1910.318468163434    3.870709E-19       
   1911.513087472961    3.505518E-19       
   1912.707706782488    3.357924E-19       
   1913.902326092016    3.458186E-19       
   1915.096945401543    3.598774E-19       
    1916.29156471107    3.594332E-19       
   1917.486184020598    3.346970E-19       
   1918.680803330125    3.149088E-19       
   1919.875422639652    3.243822E-19       
    1921.07004194918    3.404724E-19       
   1922.264661258707    3.372161E-19       
   1923.459280568234    3.308314E-19       
   1924.653899877761    3.306099E-19       
   1925.848519187288    3.272675E-19       
   1927.043138496816    3.177654E-19       
   1928.237757806343    3.112507E-19       
   1929.432377115871    3.120525E-19       
   1930.626996425398    3.169457E-19       
   1931.821615734925    3.243678E-19       
   1933.016235044452    3.294242E-19       
    1934.21085435398    3.301757E-19       
   1935.405473663507    3.368794E-19       
   1936.600092973035    3.473216E-19       
   1937.794712282562    3.416735E-19       
   1938.989331592089    3.253921E-19       
   1940.183950901617    3.296213E-19       
   1941.378570211144    3.339711E-19       
   1942.573189520671    3.391556E-19       
   1943.767808830198    3.471732E-19       
   1944.962428139725    3.487661E-19       
   1946.157047449252    3.362960E-19       
    1947.35166675878    3.209892E-19       
   1948.546286068308    3.221869E-19       
   1949.740905377835    3.332726E-19       
   1950.935524687362    3.408818E-19       
   1952.130143996889    3.298998E-19       
   1953.324763306417    3.192366E-19       
   1954.519382615944    3.209078E-19       
   1955.714001925471    3.184559E-19       
   1956.908621234998    3.146148E-19       
   1958.103240544526    3.256342E-19       
   1959.297859854054    3.404040E-19       
    1960.49247916358    3.435976E-19       
   1961.687098473108    3.371666E-19       
   1962.881717782635    3.318861E-19       
   1964.076337092162    3.246531E-19       
    1965.27095640169    3.090384E-19       
   1966.465575711217    3.132506E-19       
   1967.660195020744    3.181605E-19       
   1968.854814330271    3.063494E-19       
   1970.049433639799    2.991157E-19       
   1971.244052949326    3.081278E-19       
   1972.438672258853    3.128031E-19       
   1973.633291568381    3.146416E-19       
   1974.827910877908    3.345737E-19       
   1976.022530187435    3.443109E-19       
   1977.217149496963    3.347111E-19       
    1978.41176880649    3.255175E-19       
   1979.606388116017    3.264898E-19       
   1980.801007425544    3.276491E-19       
   1981.995626735072    3.275389E-19       
   1983.190246044599    3.346989E-19       
   1984.384865354127    3.352537E-19       
   1985.579484663654    3.240598E-19       
   1986.774103973181    3.067533E-19       
   1987.968723282708    2.969826E-19       
   1989.163342592236    3.027017E-19       
   1990.357961901763    3.091859E-19       
    1991.55258121129    3.190856E-19       
   1992.747200520818    3.201244E-19       
   1993.941819830345    3.175677E-19       
   1995.136439139872    3.136135E-19       
   1996.331058449399    3.097389E-19       
   1997.525677758926    3.192675E-19       
   1998.720297068454    3.334766E-19       
   1999.914916377981    3.272210E-19       
   2001.109535687509    3.186740E-19       
   2002.304154997036    3.189395E-19       
   2003.498774306563    3.228892E-19       
    2004.69339361609    3.238391E-19       
   2005.888012925618    3.238173E-19       
   2007.082632235145    3.374339E-19       
   2008.277251544672    3.527161E-19       
     2009.4718708542    3.438983E-19       
   2010.666490163727    3.164929E-19       
   2011.861109473254    2.968952E-19       
   2013.055728782782    3.038011E-19       
   2014.250348092309    3.285834E-19       
   2015.444967401836    3.345951E-19       
   2016.639586711363    3.226120E-19       
   2017.834206020891    3.190758E-19       
   2019.028825330418    3.194162E-19       
   2020.223444639945    3.062580E-19       
   2021.418063949472    2.855553E-19       
      2022.612683259    2.800561E-19       
   2023.807302568527    2.993930E-19       
   2025.001921878054    3.154638E-19       
   2026.196541187581    3.122819E-19       
   2027.391160497109    3.082054E-19       
   2028.585779806636    3.095607E-19       
   2029.780399116164    3.072108E-19       
   2030.975018425691    3.123349E-19       
   2032.169637735218    3.265378E-19       
   2033.364257044746    3.298631E-19       
   2034.558876354273    3.324427E-19       
     2035.7534956638    3.253307E-19       
   2036.948114973328    3.182817E-19       
   2038.142734282855    3.270005E-19       
   2039.337353592382    3.209879E-19       
   2040.531972901909    3.146474E-19       
   2041.726592211437    3.150747E-19       
   2042.921211520964    3.121049E-19       
   2044.115830830492    3.156095E-19       
   2045.310450140019    3.295715E-19       
   2046.505069449546    3.318480E-19       
   2047.699688759073    3.137243E-19       
   2048.894308068601    2.963937E-19       
   2050.088927378128    3.000020E-19       
   2051.283546687655    3.000479E-19       
   2052.478165997182    3.005692E-19       
    2053.67278530671    3.048826E-19       
   2054.867404616237    2.942491E-19       
   2056.062023925764    2.867445E-19       
   2057.256643235291    2.930024E-19       
   2058.451262544819    2.958811E-19       
   2059.645881854346    2.921402E-19       
   2060.840501163873    2.904666E-19       
   2062.035120473401    2.947741E-19       
   2063.229739782928    3.001132E-19       
   2064.424359092455    2.988113E-19       
   2065.618978401983    2.922178E-19       
    2066.81359771151    2.960061E-19       
   2068.008217021037    3.025749E-19       
   2069.202836330565    3.023426E-19       
   2070.397455640092    3.011660E-19       
   2071.592074949619    3.061801E-19       
   2072.786694259146    3.135272E-19       
   2073.981313568674    3.173094E-19       
   2075.175932878201    3.197646E-19       
   2076.370552187728    3.102927E-19       
   2077.565171497255    2.997879E-19       
   2078.759790806783    3.007560E-19       
    2079.95441011631    3.079184E-19       
   2081.149029425837    3.250722E-19       
   2082.343648735365    3.166469E-19       
   2083.538268044892    3.053952E-19       
   2084.732887354419    2.947135E-19       
   2085.927506663947    2.811628E-19       
   2087.122125973474    2.744670E-19       
   2088.316745283002    2.727405E-19       
   2089.511364592529    2.665644E-19       
   2090.705983902056    2.719317E-19       
   2091.900603211584    2.780161E-19       
   2093.095222521111    2.742050E-19       
   2094.289841830638    2.768691E-19       
   2095.484461140165    2.932436E-19       
   2096.679080449693    2.993792E-19       
    2097.87369975922    2.910385E-19       
   2099.068319068747    2.874800E-19       
   2100.262938378274    2.930604E-19       
   2101.457557687802    3.007781E-19       
   2102.652176997329    3.061806E-19       
   2103.846796306856    3.022711E-19       
   2105.041415616384    2.811230E-19       
   2106.236034925911    2.585033E-19       
   2107.430654235439    2.595105E-19       
   2108.625273544965    2.771535E-19       
   2109.819892854493    3.005820E-19       
   2111.014512164021    3.160923E-19       
   2112.209131473548    3.119601E-19       
   2113.403750783075    2.928305E-19       
   2114.598370092602    2.676861E-19       
   2115.792989402129    2.599433E-19       
   2116.987608711657    2.642691E-19       
   2118.182228021185    2.760034E-19       
   2119.376847330711    2.901122E-19       
   2120.571466640238    2.979091E-19       
   2121.766085949766    2.973878E-19       
   2122.960705259293    2.878901E-19       
   2124.155324568821    3.012898E-19       
   2125.349943878348    3.002206E-19       
   2126.544563187875    2.801477E-19       
   2127.739182497403    2.847467E-19       
    2128.93380180693    3.068264E-19       
   2130.128421116457    2.962351E-19       
   2131.323040425984    2.946330E-19       
   2132.517659735512    3.009821E-19       
   2133.712279045039    3.143486E-19       
   2134.906898354566    3.271217E-19       
   2136.101517664094    3.293693E-19       
   2137.296136973621    3.215365E-19       
   2138.490756283148    3.076995E-19       
   2139.685375592676    2.963849E-19       
   2140.879994902203    3.049385E-19       
    2142.07461421173    3.263631E-19       
   2143.269233521257    3.313393E-19       
   2144.463852830785    3.185028E-19       
   2145.658472140312    3.122078E-19       
   2146.853091449839    3.096324E-19       
   2148.047710759366    3.041134E-19       
   2149.242330068894    3.075487E-19       
   2150.436949378421    3.156015E-19       
   2151.631568687948    3.174446E-19       
   2152.826187997475    3.111517E-19       
   2154.020807307003    2.970214E-19       
    2155.21542661653    2.823868E-19       
   2156.410045926058    2.996638E-19       
   2157.604665235585    3.063640E-19       
   2158.799284545112    2.878016E-19       
    2159.99390385464    2.748018E-19       
   2161.188523164167    2.891114E-19       
   2162.383142473695    3.108931E-19       
   2163.577761783221    3.067924E-19       
   2164.772381092749    2.856338E-19       
   2165.967000402276    2.888098E-19       
   2167.161619711803    2.860387E-19       
    2168.35623902133    2.798781E-19       
   2169.550858330858    2.826594E-19       
   2170.745477640385    2.732087E-19       
   2171.940096949913    2.846692E-19       
   2173.134716259439    3.015345E-19       
   2174.329335568967    2.996232E-19       
   2175.523954878494    2.876751E-19       
   2176.718574188022    2.724177E-19       
   2177.913193497549    2.589133E-19       
   2179.107812807076    2.789305E-19       
   2180.302432116604    2.920706E-19       
   2181.497051426131    2.899583E-19       
   2182.691670735658    2.801176E-19       
   2183.886290045186    2.770273E-19       
   2185.080909354712    2.808333E-19       
    2186.27552866424    2.826527E-19       
   2187.470147973767    2.796109E-19       
   2188.664767283295    2.716829E-19       
   2189.859386592822    2.576319E-19       
   2191.054005902349    2.535294E-19       
   2192.248625211877    2.615603E-19       
   2193.443244521403    2.690107E-19       
   2194.637863830931    2.721950E-19       
   2195.832483140458    2.769488E-19       
   2197.027102449986    2.791881E-19       
   2198.221721759513    2.802400E-19       
    2199.41634106904    2.761385E-19       
   2200.610960378568    2.732945E-19       
   2201.805579688095    2.944566E-19       
   2203.000198997622    2.929521E-19       
   2204.194818307149    2.907671E-19       
   2205.389437616677    2.898772E-19       
   2206.584056926205    2.909264E-19       
   2207.778676235731    2.920310E-19       
   2208.973295545259    2.917312E-19       
   2210.167914854786    2.904038E-19       
   2211.362534164313    2.883606E-19       
   2212.557153473841    2.856596E-19       
   2213.751772783368    2.827435E-19       
   2214.946392092895    2.811244E-19       
   2216.141011402422    2.828946E-19       
    2217.33563071195    2.863580E-19       
   2218.530250021477    2.874705E-19       
   2219.724869331004    2.869272E-19       
   2220.919488640532    2.870252E-19       
   2222.114107950059    2.867645E-19       
   2223.308727259586    2.855632E-19       
   2224.503346569114    2.849582E-19       
   2225.697965878641    2.858397E-19       
   2226.892585188168    2.880445E-19       
   2228.087204497695    2.911187E-19       
   2229.281823807223    2.938795E-19       
    2230.47644311675    2.945336E-19       
   2231.671062426277    2.929448E-19       
   2232.865681735805    2.905243E-19       
   2234.060301045332    2.877359E-19       
    2235.25492035486    2.850572E-19       
   2236.449539664387    2.843326E-19       
   2237.644158973913    2.863031E-19       
   2238.838778283441    2.894487E-19       
   2240.033397592968    2.915180E-19       
   2241.228016902496    2.909276E-19       
   2242.422636212023    2.879279E-19       
    2243.61725552155    2.841331E-19       
   2244.811874831078    2.814340E-19       
   2246.006494140605    2.801543E-19       
   2247.201113450132    2.791746E-19       
   2248.395732759659    2.779140E-19       
   2249.590352069187    2.776479E-19       
   2250.784971378714    2.814851E-19       
   2251.979590688241    2.875172E-19       
   2253.174209997768    2.885820E-19       
   2254.368829307296    2.845232E-19       
   2255.563448616823    2.802845E-19       
   2256.758067926351    2.768705E-19       
   2257.952687235877    2.740617E-19       
   2259.147306545405    2.732652E-19       
   2260.341925854933    2.752220E-19       
    2261.53654516446    2.787412E-19       
   2262.731164473987    2.803640E-19       
   2263.925783783514    2.781868E-19       
   2265.120403093042    2.754357E-19       
   2266.315022402569    2.749930E-19       
   2267.509641712096    2.764882E-19       
   2268.704261021623    2.792119E-19       
   2269.898880331151    2.824720E-19       
   2271.093499640678    2.847895E-19       
   2272.288118950205    2.856263E-19       
   2273.482738259733    2.861903E-19       
    2274.67735756926    2.862372E-19       
   2275.871976878787    2.843395E-19       
   2277.066596188315    2.815483E-19       
   2278.261215497842    2.803233E-19       
    2279.45583480737    2.821390E-19       
   2280.650454116897    2.859243E-19       
   2281.845073426424    2.885802E-19       
   2283.039692735951    2.891425E-19       
   2284.234312045478    2.885315E-19       
   2285.428931355006    2.869538E-19       
   2286.623550664534    2.855077E-19       
    2287.81816997406    2.866732E-19       
   2289.012789283587    2.891144E-19       
   2290.207408593115    2.886730E-19       
   2291.402027902643    2.854402E-19       
    2292.59664721217    2.822574E-19       
   2293.791266521697    2.809514E-19       
   2294.985885831225    2.815340E-19       
   2296.180505140752    2.824419E-19       
   2297.375124450279    2.822972E-19       
   2298.569743759807    2.810363E-19       
   2299.764363069334    2.803930E-19       
   2300.958982378861    2.816350E-19       
   2302.153601688388    2.840009E-19       
   2303.348220997916    2.869837E-19       
   2304.542840307443    2.904952E-19       
    2305.73745961697    2.928489E-19       
   2306.932078926497    2.928762E-19       
   2308.126698236025    2.922994E-19       
   2309.321317545553    2.923553E-19       
   2310.515936855079    2.921086E-19       
   2311.710556164606    2.903647E-19       
   2312.905175474134    2.870502E-19       
   2314.099794783661    2.841264E-19       
   2315.294414093189    2.826999E-19       
   2316.489033402716    2.813585E-19       
   2317.683652712243    2.808226E-19       
   2318.878272021771    2.833262E-19       
   2320.072891331298    2.866617E-19       
   2321.267510640825    2.879921E-19       
   2322.462129950352    2.889813E-19       
    2323.65674925988    2.901664E-19       
   2324.851368569407    2.891077E-19       
   2326.045987878934    2.866213E-19       
   2327.240607188461    2.854786E-19       
   2328.435226497989    2.854606E-19       
   2329.629845807516    2.847823E-19       
   2330.824465117044    2.821973E-19       
    2332.01908442657    2.781781E-19       
   2333.213703736098    2.740698E-19       
   2334.408323045626    2.691016E-19       
   2335.602942355153    2.624359E-19       
    2336.79756166468    2.558780E-19       
   2337.992180974207    2.504799E-19       
   2339.186800283735    2.453275E-19       
   2340.381419593262    2.411332E-19       
   2341.576038902789    2.390483E-19       
   2342.770658212316    2.373188E-19       
   2343.965277521844    2.357187E-19       
   2345.159896831371    2.381382E-19       
   2346.354516140898    2.455056E-19       
   2347.549135450426    2.543732E-19       
   2348.743754759953    2.612551E-19       
    2349.93837406948    2.651422E-19       
   2351.132993379007    2.685310E-19       
   2352.327612688535    2.722642E-19       
   2353.522231998063    2.740469E-19       
    2354.71685130759    2.745979E-19       
   2355.911470617117    2.765662E-19       
   2357.106089926644    2.798402E-19       
   2358.300709236171    2.823997E-19       
   2359.495328545699    2.822393E-19       
   2360.689947855226    2.802349E-19       
   2361.884567164753    2.788115E-19       
    2363.07918647428    2.761842E-19       
   2364.273805783808    2.707325E-19       
   2365.468425093335    2.664492E-19       
   2366.663044402862    2.651733E-19       
    2367.85766371239    2.631897E-19       
   2369.052283021917    2.572064E-19       
   2370.246902331444    2.466592E-19       
   2371.441521640972    2.339241E-19       
   2372.636140950499    2.224206E-19       
   2373.830760260026    2.147666E-19       
   2375.025379569554    2.130158E-19       
   2376.219998879081    2.174661E-19       
   2377.414618188608    2.240721E-19       
   2378.609237498135    2.286621E-19       
   2379.803856807663    2.319142E-19       
    2380.99847611719    2.357559E-19       
   2382.193095426718    2.409430E-19       
   2383.387714736245    2.480819E-19       
   2384.582334045772    2.564332E-19       
   2385.776953355299    2.620645E-19       
   2386.971572664826    2.631410E-19       
   2388.166191974354    2.633394E-19       
   2389.360811283881    2.657218E-19       
   2390.555430593408    2.701460E-19       
   2391.750049902936    2.744333E-19       
   2392.944669212463    2.763049E-19       
    2394.13928852199    2.753254E-19       
   2395.333907831517    2.726563E-19       
   2396.528527141045    2.700454E-19       
   2397.723146450572    2.677605E-19       
   2398.917765760099    2.650377E-19       
   2400.112385069627    2.619023E-19       
   2401.307004379154    2.587304E-19       
   2402.501623688681    2.558008E-19       
   2403.696242998209    2.541114E-19       
   2404.890862307736    2.548821E-19       
   2406.085481617263    2.578069E-19       
   2407.280100926791    2.612777E-19       
   2408.474720236318    2.634355E-19       
   2409.669339545845    2.649423E-19       
   2410.863958855372    2.686106E-19       
     2412.0585781649    2.728746E-19       
   2413.253197474427    2.739186E-19       
   2414.447816783954    2.721767E-19       
   2415.642436093481    2.705315E-19       
   2416.837055403008    2.712564E-19       
   2418.031674712536    2.730441E-19       
   2419.226294022064    2.725050E-19       
   2420.420913331591    2.703870E-19       
   2421.615532641118    2.692838E-19       
   2422.810151950645    2.694135E-19       
   2424.004771260173    2.697115E-19       
     2425.1993905697    2.690282E-19       
   2426.394009879228    2.669866E-19       
   2427.588629188754    2.640095E-19       
   2428.783248498282    2.607852E-19       
   2429.977867807809    2.583947E-19       
   2431.172487117336    2.581314E-19       
   2432.367106426864    2.598991E-19       
   2433.561725736391    2.623706E-19       
   2434.756345045918    2.650077E-19       
   2435.950964355446    2.674165E-19       
   2437.145583664973    2.683205E-19       
     2438.3402029745    2.676900E-19       
   2439.534822284028    2.671849E-19       
   2440.729441593555    2.670307E-19       
   2441.924060903082    2.666196E-19       
   2443.118680212609    2.669433E-19       
   2444.313299522137    2.686218E-19       
   2445.507918831664    2.702266E-19       
   2446.702538141191    2.696287E-19       
   2447.897157450719    2.657724E-19       
   2449.091776760246    2.609204E-19       
   2450.286396069773    2.578585E-19       
     2451.4810153793    2.563991E-19       
   2452.675634688828    2.566940E-19       
   2453.870253998355    2.599977E-19       
   2455.064873307883    2.635625E-19       
    2456.25949261741    2.637326E-19       
   2457.454111926937    2.629064E-19       
   2458.648731236464    2.641496E-19       
   2459.843350545992    2.663066E-19       
   2461.037969855519    2.672914E-19       
   2462.232589165046    2.662737E-19       
   2463.427208474573    2.647896E-19       
   2464.621827784101    2.648532E-19       
   2465.816447093628    2.664555E-19       
   2467.011066403155    2.679901E-19       
   2468.205685712683    2.674821E-19       
    2469.40030502221    2.649544E-19       
   2470.594924331737    2.621143E-19       
   2471.789543641265    2.604772E-19       
   2472.984162950792    2.609104E-19       
   2474.178782260319    2.633145E-19       
   2475.373401569846    2.657956E-19       
   2476.568020879374    2.659311E-19       
   2477.762640188902    2.641624E-19       
   2478.957259498428    2.625605E-19       
   2480.151878807955    2.623518E-19       
   2481.346498117483    2.631471E-19       
    2482.54111742701    2.632642E-19       
   2483.735736736538    2.619789E-19       
   2484.930356046065    2.597371E-19       
   2486.124975355592    2.571944E-19       
   2487.319594665119    2.556416E-19       
   2488.514213974647    2.569008E-19       
   2489.708833284174    2.606537E-19       
   2490.903452593701    2.646984E-19       
   2492.098071903229    2.683430E-19       
   2493.292691212756    2.712555E-19       
   2494.487310522283    2.715889E-19       
   2495.681929831811    2.688935E-19       
   2496.876549141338    2.652216E-19       
   2498.071168450866    2.622508E-19       
   2499.265787760393    2.608347E-19       
   2500.460407069921    2.617852E-19       
   2501.655026379447    2.643041E-19       
   2502.849645688975    2.654275E-19       
   2504.044264998502    2.638560E-19       
   2505.238884308029    2.611696E-19       
   2506.433503617557    2.603699E-19       
   2507.628122927084    2.623494E-19       
   2508.822742236611    2.630968E-19       
   2510.017361546139    2.607794E-19       
   2511.211980855666    2.585558E-19       
   2512.406600165193    2.580123E-19       
   2513.601219474721    2.583485E-19       
   2514.795838784248    2.586177E-19       
   2515.990458093775    2.584178E-19       
   2517.185077403302    2.580968E-19       
    2518.37969671283    2.578833E-19       
   2519.574316022357    2.575117E-19       
   2520.768935331884    2.563819E-19       
   2521.963554641412    2.543917E-19       
   2523.158173950938    2.526618E-19       
   2524.352793260466    2.519105E-19       
   2525.547412569993    2.517608E-19       
   2526.742031879521    2.521159E-19       
   2527.936651189048    2.532725E-19       
   2529.131270498576    2.553651E-19       
   2530.325889808103    2.578655E-19       
    2531.52050911763    2.595356E-19       
   2532.715128427158    2.599778E-19       
   2533.909747736684    2.598177E-19       
   2535.104367046212    2.594500E-19       
    2536.29898635574    2.585372E-19       
   2537.493605665266    2.560323E-19       
   2538.688224974793    2.522490E-19       
   2539.882844284321    2.494542E-19       
   2541.077463593848    2.494222E-19       
   2542.272082903376    2.522866E-19       
   2543.466702212903    2.562194E-19       
    2544.66132152243    2.592070E-19       
   2545.855940831958    2.605844E-19       
   2547.050560141485    2.603648E-19       
   2548.245179451012    2.589636E-19       
   2549.439798760539    2.573087E-19       
   2550.634418070067    2.564027E-19       
   2551.829037379595    2.567659E-19       
   2553.023656689121    2.578899E-19       
   2554.218275998649    2.585308E-19       
   2555.412895308176    2.586900E-19       
   2556.607514617703    2.591410E-19       
   2557.802133927231    2.596569E-19       
   2558.996753236758    2.596596E-19       
   2560.191372546285    2.591033E-19       
   2561.385991855813    2.590616E-19       
    2562.58061116534    2.606838E-19       
   2563.775230474867    2.623206E-19       
   2564.969849784394    2.618636E-19       
   2566.164469093922    2.599944E-19       
   2567.359088403449    2.580280E-19       
   2568.553707712976    2.563942E-19       
   2569.748327022503    2.548488E-19       
   2570.942946332031    2.532959E-19       
   2572.137565641558    2.529283E-19       
   2573.332184951086    2.542171E-19       
   2574.526804260612    2.554584E-19       
    2575.72142357014    2.549498E-19       
   2576.916042879667    2.524138E-19       
   2578.110662189194    2.497294E-19       
   2579.305281498722    2.481681E-19       
   2580.499900808249    2.455004E-19       
   2581.694520117777    2.406711E-19       
   2582.889139427304    2.358085E-19       
   2584.083758736831    2.320951E-19       
   2585.278378046358    2.294733E-19       
   2586.472997355885    2.283065E-19       
   2587.667616665413    2.289349E-19       
    2588.86223597494    2.309074E-19       
   2590.056855284467    2.318161E-19       
   2591.251474593995    2.287562E-19       
   2592.446093903522    2.226333E-19       
   2593.640713213049    2.167971E-19       
   2594.835332522577    2.139388E-19       
   2596.029951832104    2.134038E-19       
   2597.224571141631    2.114925E-19       
   2598.419190451158    2.077313E-19       
   2599.613809760686    2.047157E-19       
   2600.808429070213    2.043460E-19       
   2602.003048379741    2.080799E-19       
   2603.197667689268    2.169593E-19       
   2604.392286998795    2.284746E-19       
   2605.586906308323    2.378466E-19       
   2606.781525617849    2.441024E-19       
   2607.976144927377    2.486338E-19       
   2609.170764236905    2.519155E-19       
   2610.365383546431    2.544590E-19       
   2611.560002855959    2.570755E-19       
   2612.754622165486    2.592980E-19       
   2613.949241475013    2.601964E-19       
   2615.143860784541    2.603805E-19       
   2616.338480094068    2.607111E-19       
   2617.533099403596    2.609956E-19       
   2618.727718713122    2.602983E-19       
    2619.92233802265    2.580662E-19       
   2621.116957332178    2.562817E-19       
   2622.311576641704    2.568590E-19       
   2623.506195951232    2.583944E-19       
   2624.700815260759    2.598414E-19       
   2625.895434570286    2.620208E-19       
   2627.090053879814    2.639207E-19       
   2628.284673189341    2.637461E-19       
   2629.479292498869    2.623768E-19       
   2630.673911808396    2.610426E-19       
   2631.868531117923    2.592538E-19       
    2633.06315042745    2.569194E-19       
   2634.257769736978    2.547419E-19       
   2635.452389046506    2.527693E-19       
   2636.647008356032    2.511276E-19       
   2637.841627665559    2.509704E-19       
   2639.036246975087    2.520855E-19       
   2640.230866284614    2.523423E-19       
   2641.425485594142    2.511567E-19       
   2642.620104903668    2.497365E-19       
   2643.814724213196    2.495244E-19       
   2645.009343522723    2.510603E-19       
   2646.203962832251    2.533571E-19       
   2647.398582141778    2.549363E-19       
   2648.593201451305    2.548249E-19       
   2649.787820760833    2.535493E-19       
    2650.98244007036    2.521439E-19       
   2652.177059379887    2.508155E-19       
   2653.371678689415    2.502765E-19       
   2654.566297998941    2.518741E-19       
   2655.760917308469    2.550201E-19       
   2656.955536617997    2.574623E-19       
   2658.150155927523    2.571572E-19       
   2659.344775237051    2.542574E-19       
   2660.539394546578    2.518025E-19       
   2661.734013856106    2.515846E-19       
   2662.928633165633    2.528567E-19       
    2664.12325247516    2.541593E-19       
   2665.317871784687    2.542751E-19       
   2666.512491094214    2.529305E-19       
   2667.707110403742    2.512550E-19       
    2668.90172971327    2.511875E-19       
   2670.096349022796    2.527597E-19       
   2671.290968332324    2.545126E-19       
   2672.485587641851    2.556818E-19       
   2673.680206951378    2.555958E-19       
   2674.874826260906    2.533660E-19       
   2676.069445570433    2.504412E-19       
    2677.26406487996    2.497439E-19       
   2678.458684189488    2.510196E-19       
   2679.653303499015    2.521104E-19       
   2680.847922808542    2.517956E-19       
    2682.04254211807    2.504459E-19       
   2683.237161427597    2.495163E-19       
   2684.431780737124    2.486147E-19       
   2685.626400046651    2.468926E-19       
   2686.821019356179    2.467291E-19       
   2688.015638665706    2.492832E-19       
   2689.210257975233    2.512226E-19       
   2690.404877284761    2.505358E-19       
   2691.599496594288    2.483228E-19       
   2692.794115903815    2.462909E-19       
   2693.988735213342    2.456651E-19       
    2695.18335452287    2.465387E-19       
   2696.377973832397    2.482375E-19       
   2697.572593141924    2.497081E-19       
   2698.767212451452    2.497043E-19       
   2699.961831760979    2.476547E-19       
   2701.156451070507    2.448104E-19       
   2702.351070380033    2.430106E-19       
   2703.545689689561    2.432187E-19       
   2704.740308999089    2.445183E-19       
   2705.934928308616    2.448556E-19       
   2707.129547618143    2.437929E-19       
    2708.32416692767    2.422686E-19       
   2709.518786237198    2.414315E-19       
   2710.713405546725    2.419482E-19       
   2711.908024856252    2.435758E-19       
    2713.10264416578    2.451575E-19       
   2714.297263475307    2.456968E-19       
   2715.491882784834    2.459769E-19       
   2716.686502094361    2.464448E-19       
   2717.881121403889    2.456971E-19       
   2719.075740713416    2.435605E-19       
   2720.270360022944    2.415651E-19       
   2721.464979332471    2.405640E-19       
   2722.659598641998    2.407557E-19       
   2723.854217951526    2.423061E-19       
   2725.048837261053    2.452806E-19       
    2726.24345657058    2.493100E-19       
   2727.438075880108    2.526028E-19       
   2728.632695189634    2.532420E-19       
   2729.827314499162    2.517246E-19       
    2731.02193380869    2.492962E-19       
   2732.216553118216    2.463953E-19       
   2733.411172427744    2.441285E-19       
   2734.605791737271    2.440283E-19       
   2735.800411046798    2.459593E-19       
   2736.995030356326    2.483073E-19       
   2738.189649665853    2.489860E-19       
    2739.38426897538    2.474034E-19       
   2740.578888284907    2.450719E-19       
   2741.773507594435    2.432307E-19       
   2742.968126903963    2.425008E-19       
   2744.162746213489    2.436259E-19       
   2745.357365523017    2.467742E-19       
   2746.551984832544    2.508453E-19       
   2747.746604142071    2.531836E-19       
   2748.941223451599    2.514835E-19       
   2750.135842761126    2.484365E-19       
   2751.330462070653    2.472407E-19       
   2752.525081380181    2.456582E-19       
   2753.719700689708    2.426900E-19       
   2754.914319999235    2.414786E-19       
   2756.108939308762    2.430476E-19       
    2757.30355861829    2.458285E-19       
   2758.498177927817    2.482671E-19       
   2759.692797237344    2.497527E-19       
   2760.887416546871    2.507972E-19       
   2762.082035856399    2.507742E-19       
