# zCosmos template for highz blue galaxies
# created by OlF in august 2005
#            lambda1            flux       
   1334.511960971275    3.787686E-19       
   1335.706580280803    3.735944E-19       
    1336.90119959033    3.791883E-19       
   1338.095818899857    4.044111E-19       
   1339.290438209384    4.409635E-19       
   1340.485057518912    4.591694E-19       
   1341.679676828439    4.571657E-19       
   1342.874296137966    4.461451E-19       
   1344.068915447493    4.391212E-19       
   1345.263534757021    4.423002E-19       
   1346.458154066548    4.390900E-19       
   1347.652773376075    4.384096E-19       
   1348.847392685603    4.413521E-19       
    1350.04201199513    4.404405E-19       
   1351.236631304657    4.399568E-19       
   1352.431250614185    4.493127E-19       
   1353.625869923712    4.637636E-19       
   1354.820489233239    4.720786E-19       
   1356.015108542767    4.743840E-19       
   1357.209727852294    4.766120E-19       
   1358.404347161821    4.748600E-19       
   1359.598966471348    4.649497E-19       
   1360.793585780876    4.464423E-19       
   1361.988205090403    4.253966E-19       
    1363.18282439993    4.231128E-19       
   1364.377443709458    4.398992E-19       
   1365.572063018985    4.518734E-19       
   1366.766682328512    4.461795E-19       
    1367.96130163804    4.440552E-19       
   1369.155920947567    4.573485E-19       
   1370.350540257094    4.659164E-19       
   1371.545159566621    4.717006E-19       
   1372.739778876149    4.588700E-19       
   1373.934398185676    4.443388E-19       
   1375.129017495203    4.504968E-19       
    1376.32363680473    4.644816E-19       
   1377.518256114258    4.597384E-19       
   1378.712875423785    4.411823E-19       
   1379.907494733313    4.328819E-19       
    1381.10211404284    4.430940E-19       
   1382.296733352367    4.549464E-19       
   1383.491352661894    4.560618E-19       
   1384.685971971422    4.493174E-19       
   1385.880591280949    4.426642E-19       
   1387.075210590476    4.385382E-19       
   1388.269829900004    4.303503E-19       
   1389.464449209531    4.096190E-19       
   1390.659068519058    3.745990E-19       
   1391.853687828585    3.604755E-19       
   1393.048307138113    3.664366E-19       
    1394.24292644764    3.641079E-19       
   1395.437545757167    3.733255E-19       
   1396.632165066695    3.873121E-19       
   1397.826784376222    3.982861E-19       
   1399.021403685749    4.001071E-19       
   1400.216022995277    3.992524E-19       
   1401.410642304804    3.957032E-19       
   1402.605261614331    3.923299E-19       
   1403.799880923858    4.120888E-19       
   1404.994500233386    4.394850E-19       
   1406.189119542913    4.492370E-19       
    1407.38373885244    4.359699E-19       
   1408.578358161968    4.299914E-19       
   1409.772977471495    4.420419E-19       
   1410.967596781022    4.487710E-19       
    1412.16221609055    4.499827E-19       
   1413.356835400077    4.546198E-19       
   1414.551454709604    4.518585E-19       
   1415.746074019131    4.458216E-19       
   1416.940693328658    4.532481E-19       
   1418.135312638186    4.567747E-19       
   1419.329931947713    4.339255E-19       
   1420.524551257241    4.268050E-19       
   1421.719170566768    4.556507E-19       
   1422.913789876295    4.724185E-19       
   1424.108409185822    4.670308E-19       
    1425.30302849535    4.595869E-19       
   1426.497647804877    4.542286E-19       
   1427.692267114405    4.439969E-19       
   1428.886886423932    4.350971E-19       
   1430.081505733459    4.310420E-19       
   1431.276125042987    4.310299E-19       
   1432.470744352514    4.348363E-19       
   1433.665363662041    4.401912E-19       
   1434.859982971569    4.486344E-19       
   1436.054602281096    4.624267E-19       
   1437.249221590623    4.693479E-19       
    1438.44384090015    4.619991E-19       
   1439.638460209678    4.549572E-19       
   1440.833079519205    4.530706E-19       
   1442.027698828732    4.521643E-19       
   1443.222318138259    4.547069E-19       
   1444.416937447787    4.612369E-19       
   1445.611556757314    4.590303E-19       
   1446.806176066841    4.555318E-19       
   1448.000795376369    4.467758E-19       
   1449.195414685896    4.422649E-19       
   1450.390033995423    4.416899E-19       
   1451.584653304951    4.395388E-19       
   1452.779272614478    4.429366E-19       
   1453.973891924005    4.451560E-19       
   1455.168511233533    4.460141E-19       
    1456.36313054306    4.465378E-19       
   1457.557749852587    4.560464E-19       
   1458.752369162114    4.623020E-19       
   1459.946988471642    4.592859E-19       
   1461.141607781169    4.663208E-19       
   1462.336227090696    4.647229E-19       
   1463.530846400224    4.599356E-19       
   1464.725465709751    4.512824E-19       
   1465.920085019278    4.414022E-19       
   1467.114704328805    4.397424E-19       
   1468.309323638332    4.459278E-19       
    1469.50394294786    4.482897E-19       
   1470.698562257387    4.480349E-19       
   1471.893181566914    4.501640E-19       
   1473.087800876442    4.565950E-19       
   1474.282420185969    4.570121E-19       
   1475.477039495497    4.477055E-19       
   1476.671658805024    4.442493E-19       
   1477.866278114551    4.520326E-19       
   1479.060897424078    4.442745E-19       
   1480.255516733606    4.418575E-19       
   1481.450136043133    4.527546E-19       
    1482.64475535266    4.574124E-19       
   1483.839374662188    4.469402E-19       
   1485.033993971715    4.365170E-19       
   1486.228613281242    4.393753E-19       
   1487.423232590769    4.531495E-19       
   1488.617851900297    4.570109E-19       
   1489.812471209824    4.470996E-19       
   1491.007090519351    4.366347E-19       
   1492.201709828878    4.331804E-19       
   1493.396329138406    4.339377E-19       
   1494.590948447933    4.378011E-19       
   1495.785567757461    4.415156E-19       
   1496.980187066988    4.399901E-19       
   1498.174806376515    4.358298E-19       
   1499.369425686043    4.318379E-19       
    1500.56404499557    4.283339E-19       
   1501.758664305097    4.283622E-19       
   1502.953283614624    4.323973E-19       
   1504.147902924152    4.286483E-19       
   1505.342522233679    4.319693E-19       
   1506.537141543206    4.349267E-19       
   1507.731760852734    4.367607E-19       
   1508.926380162261    4.393001E-19       
   1510.120999471788    4.308387E-19       
   1511.315618781315    4.171414E-19       
   1512.510238090843    4.237720E-19       
    1513.70485740037    4.364930E-19       
   1514.899476709897    4.426716E-19       
   1516.094096019424    4.414509E-19       
   1517.288715328952    4.316026E-19       
   1518.483334638479    4.157242E-19       
   1519.677953948006    4.088080E-19       
   1520.872573257534    4.157656E-19       
   1522.067192567061    4.183454E-19       
   1523.261811876588    4.067236E-19       
   1524.456431186116    3.883874E-19       
   1525.651050495643    3.738005E-19       
   1526.845669805171    3.688716E-19       
   1528.040289114698    3.786353E-19       
   1529.234908424225    3.967160E-19       
   1530.429527733753    4.004812E-19       
    1531.62414704328    4.030306E-19       
   1532.818766352807    4.136322E-19       
   1534.013385662334    4.180047E-19       
   1535.208004971861    4.120328E-19       
   1536.402624281389    4.092989E-19       
   1537.597243590916    4.112062E-19       
   1538.791862900444    3.987244E-19       
   1539.986482209971    3.822689E-19       
   1541.181101519498    3.728887E-19       
   1542.375720829025    3.548935E-19       
   1543.570340138553    3.261312E-19       
    1544.76495944808    3.199522E-19       
   1545.959578757607    3.138396E-19       
   1547.154198067135    2.896712E-19       
   1548.348817376662    2.682227E-19       
   1549.543436686189    2.772453E-19       
   1550.738055995717    3.235351E-19       
   1551.932675305244    3.900176E-19       
   1553.127294614771    4.385713E-19       
   1554.321913924298    4.469920E-19       
   1555.516533233826    4.318734E-19       
   1556.711152543353    4.221180E-19       
    1557.90577185288    4.214330E-19       
   1559.100391162407    4.233847E-19       
   1560.295010471935    4.282791E-19       
   1561.489629781462    4.179379E-19       
   1562.684249090989    4.145537E-19       
   1563.878868400517    4.128990E-19       
   1565.073487710044    4.041917E-19       
   1566.268107019571    3.992168E-19       
   1567.462726329098    4.013262E-19       
   1568.657345638626    3.964938E-19       
   1569.851964948153    3.965256E-19       
    1571.04658425768    4.074504E-19       
   1572.241203567208    4.190851E-19       
   1573.435822876735    4.211588E-19       
   1574.630442186262    4.187103E-19       
    1575.82506149579    4.209517E-19       
   1577.019680805317    4.192763E-19       
   1578.214300114845    4.011021E-19       
   1579.408919424372    3.954517E-19       
   1580.603538733899    4.055912E-19       
   1581.798158043426    4.207893E-19       
   1582.992777352953    4.245680E-19       
   1584.187396662481    4.156770E-19       
   1585.382015972008    4.189359E-19       
   1586.576635281535    4.221951E-19       
   1587.771254591062    4.192510E-19       
    1588.96587390059    4.220308E-19       
   1590.160493210117    4.250707E-19       
   1591.355112519645    4.156346E-19       
   1592.549731829172    4.035424E-19       
   1593.744351138699    4.059885E-19       
   1594.938970448226    4.120068E-19       
   1596.133589757754    4.082175E-19       
   1597.328209067281    4.023544E-19       
   1598.522828376809    4.030385E-19       
   1599.717447686336    4.117852E-19       
   1600.912066995863    4.205257E-19       
   1602.106686305391    4.148788E-19       
   1603.301305614918    4.103765E-19       
   1604.495924924445    4.101107E-19       
   1605.690544233972    4.098960E-19       
   1606.885163543499    3.995167E-19       
   1608.079782853027    3.784887E-19       
   1609.274402162554    3.656720E-19       
   1610.469021472081    3.733715E-19       
   1611.663640781608    3.821453E-19       
   1612.858260091136    3.748521E-19       
   1614.052879400663    3.725526E-19       
    1615.24749871019    3.896036E-19       
   1616.442118019718    4.040681E-19       
   1617.636737329245    4.007880E-19       
   1618.831356638772    4.049636E-19       
     1620.0259759483    4.129466E-19       
   1621.220595257827    4.148080E-19       
   1622.415214567354    4.078460E-19       
   1623.609833876882    3.981985E-19       
   1624.804453186409    3.943749E-19       
   1625.999072495936    3.971327E-19       
   1627.193691805464    3.978882E-19       
   1628.388311114991    3.942384E-19       
   1629.582930424518    3.886960E-19       
   1630.777549734045    3.879355E-19       
   1631.972169043573    3.979626E-19       
     1633.1667883531    4.100849E-19       
   1634.361407662627    4.104765E-19       
   1635.556026972155    4.106456E-19       
   1636.750646281682    4.184610E-19       
   1637.945265591209    4.199589E-19       
   1639.139884900737    4.295318E-19       
   1640.334504210264    4.428919E-19       
   1641.529123519791    4.448910E-19       
   1642.723742829319    4.461149E-19       
   1643.918362138846    4.362855E-19       
   1645.112981448373    4.324898E-19       
   1646.307600757901    4.325727E-19       
   1647.502220067428    4.301965E-19       
   1648.696839376955    4.219378E-19       
   1649.891458686482    4.087142E-19       
    1651.08607799601    3.995510E-19       
   1652.280697305537    3.996379E-19       
   1653.475316615065    4.018312E-19       
   1654.669935924592    4.036492E-19       
   1655.864555234119    4.070819E-19       
   1657.059174543646    4.109863E-19       
   1658.253793853174    4.112220E-19       
     1659.4484131627    4.031641E-19       
   1660.643032472228    3.859575E-19       
   1661.837651781755    3.877019E-19       
   1663.032271091283    3.956769E-19       
    1664.22689040081    4.013357E-19       
   1665.421509710337    4.025813E-19       
   1666.616129019864    3.949162E-19       
   1667.810748329392    3.886817E-19       
   1669.005367638919    3.904509E-19       
   1670.199986948446    3.926564E-19       
   1671.394606257974    3.872269E-19       
   1672.589225567501    3.804696E-19       
   1673.783844877029    3.890380E-19       
   1674.978464186556    4.072903E-19       
   1676.173083496083    4.036309E-19       
    1677.36770280561    3.867066E-19       
   1678.562322115138    3.895282E-19       
   1679.756941424664    4.007409E-19       
   1680.951560734192    4.086118E-19       
   1682.146180043719    4.111850E-19       
   1683.340799353247    4.106655E-19       
   1684.535418662774    4.175191E-19       
   1685.730037972301    4.097934E-19       
   1686.924657281829    3.919403E-19       
   1688.119276591356    3.780537E-19       
   1689.313895900883    3.847432E-19       
    1690.50851521041    3.993269E-19       
   1691.703134519938    3.971680E-19       
   1692.897753829465    3.956461E-19       
   1694.092373138992    4.012054E-19       
    1695.28699244852    3.993635E-19       
   1696.481611758047    3.902378E-19       
   1697.676231067574    3.876908E-19       
   1698.870850377102    3.926857E-19       
   1700.065469686629    3.887209E-19       
   1701.260088996156    3.741649E-19       
   1702.454708305683    3.770468E-19       
   1703.649327615211    3.809861E-19       
   1704.843946924738    3.773854E-19       
   1706.038566234265    3.724506E-19       
   1707.233185543793    3.723600E-19       
    1708.42780485332    3.808070E-19       
   1709.622424162847    3.949656E-19       
   1710.817043472375    4.010585E-19       
   1712.011662781902    4.007888E-19       
   1713.206282091429    4.026680E-19       
   1714.400901400956    3.958278E-19       
   1715.595520710484    3.808800E-19       
   1716.790140020011    3.769520E-19       
   1717.984759329539    3.694113E-19       
   1719.179378639066    3.595322E-19       
   1720.373997948593    3.668929E-19       
    1721.56861725812    3.854813E-19       
   1722.763236567648    3.961126E-19       
   1723.957855877175    3.989203E-19       
   1725.152475186702    4.069604E-19       
    1726.34709449623    4.128455E-19       
   1727.541713805757    3.975277E-19       
   1728.736333115284    3.820938E-19       
   1729.930952424811    3.777190E-19       
   1731.125571734339    3.825284E-19       
   1732.320191043866    3.870876E-19       
   1733.514810353393    3.761705E-19       
    1734.70942966292    3.593637E-19       
   1735.904048972448    3.601314E-19       
   1737.098668281976    3.647322E-19       
   1738.293287591503    3.716063E-19       
    1739.48790690103    3.803112E-19       
   1740.682526210557    3.765173E-19       
   1741.877145520085    3.618594E-19       
   1743.071764829612    3.576649E-19       
   1744.266384139139    3.552894E-19       
   1745.461003448667    3.611203E-19       
   1746.655622758194    3.738993E-19       
   1747.850242067721    3.840626E-19       
   1749.044861377248    3.902265E-19       
   1750.239480686776    3.912076E-19       
   1751.434099996303    3.768556E-19       
    1752.62871930583    3.684826E-19       
   1753.823338615357    3.717069E-19       
   1755.017957924885    3.744341E-19       
   1756.212577234412    3.765206E-19       
   1757.407196543939    3.866086E-19       
   1758.601815853466    3.935482E-19       
   1759.796435162994    3.821509E-19       
   1760.991054472521    3.802852E-19       
   1762.185673782049    3.759417E-19       
   1763.380293091576    3.549514E-19       
   1764.574912401103    3.367367E-19       
   1765.769531710631    3.429574E-19       
   1766.964151020158    3.619112E-19       
   1768.158770329685    3.722144E-19       
   1769.353389639212    3.670906E-19       
    1770.54800894874    3.568070E-19       
   1771.742628258267    3.517414E-19       
   1772.937247567794    3.518052E-19       
   1774.131866877322    3.513940E-19       
   1775.326486186849    3.541841E-19       
   1776.521105496376    3.710997E-19       
   1777.715724805903    3.649560E-19       
   1778.910344115431    3.478468E-19       
   1780.104963424958    3.438552E-19       
   1781.299582734485    3.437873E-19       
   1782.494202044013    3.378760E-19       
    1783.68882135354    3.484485E-19       
   1784.883440663067    3.794466E-19       
   1786.078059972595    3.969261E-19       
   1787.272679282122    3.812652E-19       
   1788.467298591649    3.612217E-19       
   1789.661917901177    3.627230E-19       
   1790.856537210704    3.735136E-19       
   1792.051156520231    3.807492E-19       
   1793.245775829758    3.779706E-19       
   1794.440395139285    3.735933E-19       
   1795.635014448813    3.783031E-19       
    1796.82963375834    3.821990E-19       
   1798.024253067868    3.778570E-19       
   1799.218872377394    3.757271E-19       
   1800.413491686922    3.743559E-19       
    1801.60811099645    3.691081E-19       
   1802.802730305977    3.690181E-19       
   1803.997349615504    3.796881E-19       
   1805.191968925031    3.894571E-19       
   1806.386588234558    3.861894E-19       
   1807.581207544086    3.760646E-19       
   1808.775826853613    3.701186E-19       
    1809.97044616314    3.633413E-19       
   1811.165065472668    3.532316E-19       
   1812.359684782195    3.507626E-19       
   1813.554304091722    3.641202E-19       
    1814.74892340125    3.721153E-19       
   1815.943542710777    3.573450E-19       
   1817.138162020304    3.575995E-19       
   1818.332781329831    3.690587E-19       
   1819.527400639359    3.804547E-19       
   1820.722019948886    3.696058E-19       
   1821.916639258414    3.532182E-19       
   1823.111258567941    3.589470E-19       
   1824.305877877468    3.675721E-19       
   1825.500497186995    3.654224E-19       
   1826.695116496523    3.708429E-19       
    1827.88973580605    3.618923E-19       
   1829.084355115577    3.553023E-19       
   1830.278974425104    3.577324E-19       
   1831.473593734632    3.486540E-19       
   1832.668213044159    3.401713E-19       
   1833.862832353687    3.479897E-19       
   1835.057451663214    3.466328E-19       
   1836.252070972741    3.514847E-19       
