# lambda	flux
 891.26143646 1.93607889581e-06
 892.26143646 1.95468142781e-06
 893.26143646 1.9732839598e-06
 894.26143646 2.55055776168e-06
 895.26143646 7.05892284652e-06
 896.26143646 1.15672879314e-05
 897.26143646 1.60756530162e-05
 898.26143646 2.0584018101e-05
 899.26143646 2.50923831859e-05
 900.26143646 2.96007482707e-05
 901.26143646 3.41091133556e-05
 902.26143646 3.86174784404e-05
 903.26143646 4.31258435252e-05
 904.26143646 4.76342086101e-05
 905.26143646 5.21425736949e-05
 906.26143646 5.66509387797e-05
 907.26143646 6.11593038646e-05
 908.26143646 6.56676689494e-05
 909.26143646 7.01760340343e-05
 910.26143646 0.00031935261839
 911.26143646 0.00119848381021
 912.26143646 0.00207761500203
 913.26143646 0.00251600473222
 914.26143646 0.00270535606577
 915.26143646 0.00289470739932
 916.26143646 0.00308405873287
 917.26143646 0.00327341006642
 918.26143646 0.00340582980446
 919.26143646 0.00343588557169
 920.26143646 0.00346594133892
 921.26143646 0.00349599710616
 922.26143646 0.00352605287339
 923.26143646 0.00355610864063
 924.26143646 0.00358616440786
 925.26143646 0.00361622017509
 926.26143646 0.00364627594233
 927.26143646 0.00367633170956
 928.26143646 0.0037063874768
 929.26143646 0.00373644324403
 930.26143646 0.00376649901126
 931.26143646 0.0037965547785
 932.26143646 0.00382661054573
 933.26143646 0.00385666631297
 934.26143646 0.0038867220802
 935.26143646 0.00391677784743
 936.26143646 0.00394683361467
 937.26143646 0.0039768893819
 938.26143646 0.00400694514914
 939.26143646 0.00403700091637
 940.26143646 0.0040670566836
 941.26143646 0.00409711245084
 942.26143646 0.00412716821807
 943.26143646 0.00415722398531
 944.26143646 0.00418727975254
 945.26143646 0.00421733551977
 946.26143646 0.00424739128701
 947.26143646 0.00427744705424
 948.26143646 0.00430750282148
 949.26143646 0.00433755858871
 950.26143646 0.00436761435594
 951.26143646 0.00439767012318
 952.26143646 0.00442772589041
 953.26143646 0.00445778165765
 954.26143646 0.00449306688112
 955.26143646 0.00453052099106
 956.26143646 0.00456797510099
 957.26143646 0.00460542921093
 958.26143646 0.00464288332087
 959.26143646 0.00468033743081
 960.26143646 0.00471779154074
 961.26143646 0.00475524565068
 962.26143646 0.00479269976062
 963.26143646 0.00483015387056
 964.26143646 0.00486760798049
 965.26143646 0.00490506209043
 966.26143646 0.00494251620037
 967.26143646 0.00497997031031
 968.26143646 0.00501742442024
 969.26143646 0.00505487853018
 970.26143646 0.00509233264012
 971.26143646 0.00512978675006
 972.26143646 0.00516724085999
 973.26143646 0.00520469496993
 974.26143646 0.00524214907987
 975.26143646 0.0052796031898
 976.26143646 0.00531705729974
 977.26143646 0.00535451140968
 978.26143646 0.00539196551962
 979.26143646 0.00542941962955
 980.26143646 0.00546687373949
 981.26143646 0.00550432784943
 982.26143646 0.00554178195937
 983.26143646 0.0055792360693
 984.26143646 0.00561669017924
 985.26143646 0.00565414428918
 986.26143646 0.00569159839912
 987.26143646 0.00572905250905
 988.26143646 0.00593580432518
 989.26143646 0.00642270775439
 990.26143646 0.00690961118359
 991.26143646 0.0073965146128
 992.26143646 0.007883418042
 993.26143646 0.00837032147121
 994.26143646 0.00885722490041
 995.26143646 0.00898516513728
 996.26143646 0.00900872498063
 997.26143646 0.00903228482398
 998.26143646 0.00905584466732
 999.26143646 0.00907940451067
 1000.26143646 0.00910296435402
 1001.26143646 0.00912652419737
