# lambda	flux
 451.27839661 1e-24
 452.27839661 1e-24
 453.27839661 1e-24
 454.27839661 1e-24
 455.27839661 1e-24
 456.27839661 1e-24
 457.27839661 1e-24
 458.27839661 1e-24
 459.27839661 1e-24
 460.27839661 1e-24
 461.27839661 1e-24
 462.27839661 1e-24
 463.27839661 1e-24
 464.27839661 1e-24
 465.27839661 1e-24
 466.27839661 1e-24
 467.27839661 1e-24
 468.27839661 1e-24
 469.27839661 1e-24
 470.27839661 1e-24
 471.27839661 1e-24
 472.27839661 1e-24
 473.27839661 1e-24
 474.27839661 1e-24
 475.27839661 1e-24
 476.27839661 1e-24
 477.27839661 1e-24
 478.27839661 1e-24
 479.27839661 1e-24
 480.27839661 1.64067964227e-23
 481.27839661 5.91940209071e-23
 482.27839661 1.04718763994e-22
 483.27839661 1.23635215518e-22
 484.27839661 1.12764776106e-22
 485.27839661 1.61532105436e-22
 486.27839661 4.00570640509e-22
 487.27839661 3.98319913586e-22
 488.27839661 1.92593877853e-22
 489.27839661 2.03541693362e-22
 490.27839661 2.95630450509e-21
 491.27839661 1.64686008667e-20
 492.27839661 5.86955442092e-20
 493.27839661 1.38011180831e-19
 494.27839661 2.56072358682e-19
 495.27839661 4.03779691867e-19
 496.27839661 5.61788060078e-19
 497.27839661 7.01277318239e-19
 498.27839661 7.70809000432e-19
 499.27839661 7.79287251369e-19
 500.27839661 7.67455788139e-19
 501.27839661 8.05518933592e-19
 502.27839661 9.77674196575e-19
 503.27839661 1.3649310401e-18
 504.27839661 2.01004436006e-18
 505.27839661 2.64606275834e-18
 506.27839661 2.92823203963e-18
 507.27839661 2.52380867005e-18
 508.27839661 1.39311012215e-18
 509.27839661 1e-24
 510.27839661 1e-24
 511.27839661 4.66937055325e-19
 512.27839661 9.6552095922e-18
 513.27839661 3.29912824829e-17
 514.27839661 7.65059478637e-17
 515.27839661 1.48092826182e-16
 516.27839661 2.64507595027e-16
 517.27839661 4.359219787e-16
 518.27839661 6.65909396391e-16
 519.27839661 9.58651044006e-16
 520.27839661 1.31492644414e-15
 521.27839661 1.7315793787e-15
 522.27839661 2.20472313672e-15
 523.27839661 2.71119960571e-15
 524.27839661 3.22322787862e-15
 525.27839661 3.71686313471e-15
 526.27839661 4.16758306946e-15
 527.27839661 4.55181734488e-15
 528.27839661 4.839021213e-15
 529.27839661 5.01053821488e-15
 530.27839661 5.08777386312e-15
 531.27839661 5.09210112536e-15
 532.27839661 5.05795881239e-15
 533.27839661 5.03259971229e-15
 534.27839661 5.08699890807e-15
 535.27839661 5.34171001382e-15
 536.27839661 5.85572382998e-15
 537.27839661 6.68647912854e-15
 538.27839661 7.86910389875e-15
 539.27839661 9.40990905683e-15
 540.27839661 1.12866988313e-14
 541.27839661 1.33958913834e-14
 542.27839661 1.5477020609e-14
 543.27839661 1.72919974065e-14
 544.27839661 1.85718471898e-14
 545.27839661 1.90313597788e-14
 546.27839661 1.83763837402e-14
 547.27839661 1.59969125029e-14
 548.27839661 1.21415894372e-14
 549.27839661 7.00365419007e-15
 550.27839661 2.37747796134e-15
 551.27839661 1e-24
 552.27839661 1e-24
 553.27839661 1e-24
 554.27839661 1e-24
 555.27839661 8.89500650852e-15
 556.27839661 3.28451900707e-14
 557.27839661 7.57823960666e-14
 558.27839661 1.39955800025e-13
 559.27839661 2.37235457919e-13
 560.27839661 3.72177597028e-13
 561.27839661 5.49917919353e-13
 562.27839661 7.7738771048e-13
 563.27839661 1.0617440196e-12
 564.27839661 1.41029108823e-12
 565.27839661 1.84347892797e-12
 566.27839661 2.36575741639e-12
 567.27839661 2.97727417659e-12
 568.27839661 3.68345620806e-12
 569.27839661 4.48878866501e-12
 570.27839661 5.39669059394e-12
 571.27839661 6.42282135882e-12
 572.27839661 7.56492687505e-12
 573.27839661 8.80781163297e-12
 574.27839661 1.01463656195e-11
 575.27839661 1.15735610189e-11
 576.27839661 1.30804068353e-11
 577.27839661 1.46608655359e-11
 578.27839661 1.62969114795e-11
 579.27839661 1.7962182998e-11
 580.27839661 1.96385672898e-11
 581.27839661 2.13067927249e-11
